,song name,album,artist,featured,release_date,length(ms),popularity,acousticness,danceability,energy,liveness,tempo,valence
301,Like You Do,Nectar,Joji,['Joji'],2020-09-25,240294,72,0.953,0.582,0.199,0.135,66.454,0.0783
302,CAN'T GET OVER YOU (feat. Clams Casino),BALLADS 1,Joji,"['Joji', 'Clams Casino']",2018-10-26,107076,70,0.684,0.9,0.316,0.0853,129.914,0.844
303,Midsummer Madness,Head In The Clouds,88rising,"['88rising', 'Joji', 'Rich Brian']",2018-07-20,280841,69,0.359,0.409,0.678,0.167,89.968,0.168
304,Demons,In Tongues (Deluxe),Joji,['Joji'],2018-02-14,176803,67,0.416,0.458,0.378,0.0966,168.232,0.037
305,Run,Nectar,Joji,['Joji'],2020-09-25,195000,69,0.0427,0.448,0.72,0.614,157.919,0.361
306,ATTENTION,BALLADS 1,Joji,['Joji'],2018-10-26,128888,68,0.895,0.787,0.312,0.115,119.899,0.425
307,Head In The Clouds,Head In The Clouds,88rising,"['88rising', 'Joji']",2018-07-20,178022,62,0.281,0.516,0.456,0.0847,145.843,0.238
308,I Don't Wanna Waste My Time,In Tongues (Deluxe),Joji,['Joji'],2018-02-14,164430,66,0.761,0.403,0.234,0.123,144.226,0.13
309,Ew,Nectar,Joji,['Joji'],2020-09-25,207710,69,0.804,0.48,0.373,0.12,114.078,0.0376
310,TEST DRIVE,BALLADS 1,Joji,['Joji'],2018-10-26,179423,69,0.71,0.646,0.648,0.108,75.004,0.466
311,Walking (feat. Swae Lee & Major Lazer),Head In The Clouds II,88rising,"['88rising', 'Joji', 'Jackson Wang']",2019-10-11,167080,61,0.0123,0.701,0.663,0.131,100.001,0.334
312,Window,In Tongues (Deluxe),Joji,['Joji'],2018-02-14,152375,63,0.425,0.643,0.329,0.0958,156.959,0.202
313,Afterthought,Nectar,Joji,"['Joji', 'BENEE']",2020-09-25,194871,68,0.398,0.668,0.547,0.0931,83.5,0.192
314,WANTED U,BALLADS 1,Joji,['Joji'],2018-10-26,251015,70,0.105,0.305,0.715,0.0906,82.977,0.29
315,Breathe,Head In The Clouds II,88rising,"['88rising', 'Joji', 'Don Krez']",2019-10-11,125468,58,0.588,0.538,0.52,0.301,113.081,0.0775
316,Pills,In Tongues (Deluxe),Joji,['Joji'],2018-02-14,187133,61,0.582,0.454,0.407,0.117,81.401,0.242
317,Gimme Love,Nectar,Joji,['Joji'],2020-09-25,214557,69,0.695,0.484,0.632,0.209,126.384,0.0736
318,Thinking Bout You,Xeno,rei brown,"['rei brown', 'Joji']",2022-07-08,190946,57,0.536,0.67,0.711,0.242,163.998,0.509
319,From You,Fragments,Bonobo,"['Bonobo', 'Joji']",2022-01-14,210280,56,0.569,0.655,0.499,0.111,140.022,0.255
320,Introvert (feat. Joji),Amen,Rich Brian,"['Rich Brian', 'Joji']",2018-02-02,222258,60,0.14,0.836,0.686,0.0681,110.029,0.632
321,La Cienega,Head In The Clouds,88rising,"['88rising', 'Joji', 'NIKI']",2018-07-20,192606,59,0.506,0.61,0.318,0.102,109.491,0.214
322,Besidju,Besidju,shamana,"['shamana', 'Joji']",2016-11-11,107441,55,0.635,0.747,0.413,0.123,105.053,0.221
323,Gates to the Sun (POLLEN Singles),Gates to the Sun (POLLEN Singles),SahBabii,"['SahBabii', 'Joji']",2020-09-16,135748,57,0.386,0.717,0.459,0.143,143.948,0.373
324,Think About U (feat. Joji),Elsewhere,Ryan Hemsworth,"['Ryan Hemsworth', 'Joji']",2018-09-21,168974,55,0.859,0.324,0.353,0.262,121.788,0.0569
325,Peach Jam,Head In The Clouds,88rising,"['88rising', 'Joji', 'BlocBoy JB']",2018-07-20,161713,56,0.0175,0.857,0.668,0.101,89.986,0.624
326,Where Does The Time Go (feat. Joji),The Sailor,Rich Brian,"['Rich Brian', 'Joji']",2019-07-26,251288,54,0.184,0.642,0.553,0.112,139.925,0.129
327,When I Get Old,When I Get Old,Christopher,"['Christopher', 'CHUNG HA']",2022-10-20,184732,63,0.257,0.723,0.641,0.203,127.418,0.658
328,Sparkling,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,186906,60,0.166,0.6,0.923,0.32,160.025,0.712
329,XXXX,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,168000,48,0.0923,0.741,0.662,0.306,109.953,0.713
330,Louder,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,179760,40,0.113,0.843,0.75,0.0275,109.886,0.835
331,Crazy Like You (feat. BIBI),"Bare&Rare, Pt. 1",CHUNG HA,"['CHUNG HA', 'BIBI']",2022-07-11,175480,50,0.0957,0.536,0.639,0.209,170.94,0.502
332,California Dream,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,179226,45,0.0747,0.769,0.803,0.0832,119.923,0.503
333,Good Night My Princess,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,232080,40,0.522,0.446,0.475,0.0859,139.267,0.112
334,Love Me Out Loud,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,204760,43,0.00731,0.397,0.697,0.198,120.926,0.414
335,Nuh-Uh,"Bare&Rare, Pt. 1",CHUNG HA,['CHUNG HA'],2022-07-11,200880,41,0.513,0.502,0.692,0.174,154.301,0.608
336,A Star in the dawn,"Bloody Heart, Pt. 4 (Original Television Soundtrack)",CHUNG HA,['CHUNG HA'],2022-05-23,213920,32,0.812,0.42,0.428,0.089,144.236,0.261
337,It's only mine,Seoul Check-in OST Part 4,CHUNG HA,['CHUNG HA'],2022-04-30,211082,27,0.742,0.654,0.575,0.118,89.984,0.441
338,Killing Me,Killing Me,CHUNG HA,['CHUNG HA'],2021-11-29,164053,62,0.35,0.722,0.851,0.0661,122.012,0.763
339,BAD GIRL (Prod. Czaer),Street Woman Fighter(SWF) Special,Various Artists,"['LACHICA', 'CHUNG HA']",2021-10-27,194053,42,0.0815,0.725,0.729,0.107,92.0,0.829
340,Someday,"One the Woman (Original Television Soundtrack, Pt. 3)",CHUNG HA,['CHUNG HA'],2021-10-15,202040,28,0.665,0.614,0.482,0.111,131.995,0.27
341,Bicycle,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,179156,59,0.006,0.625,0.903,0.235,145.97,0.825
342,X,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,255496,43,0.351,0.413,0.868,0.498,137.936,0.396
343,Stay Tonight,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,217238,56,0.199,0.625,0.831,0.0805,121.029,0.513
344,Masquerade,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,197011,42,0.0261,0.645,0.844,0.0767,143.957,0.731
345,Flying on Faith,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,186701,45,0.222,0.692,0.818,0.0999,150.04,0.675
346,Luce Sicut Stellae,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,191805,34,0.228,0.677,0.885,0.127,95.985,0.565
347,My Lips Like Warm Coffee,My Lips Like Warm Coffee,CHUNG HA,"['CHUNG HA', 'Colde']",2021-06-08,214120,44,0.74,0.692,0.71,0.117,88.052,0.245
348,Demente - Spanish Version,Demente (Spanish Version),CHUNG HA,"['CHUNG HA', 'Guaynaa']",2021-03-17,163799,45,0.0404,0.802,0.852,0.0539,100.029,0.685
349,PLAY (feat. Changmo),Querencia,CHUNG HA,"['CHUNG HA', 'CHANGMO']",2021-02-15,199524,56,0.171,0.636,0.941,0.152,103.926,0.888
350,Bother Me,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,202731,46,0.0242,0.658,0.863,0.303,114.934,0.497
351,Chill,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,206347,35,0.0521,0.514,0.893,0.253,179.969,0.746
352,Demente (feat. Guaynaa),Querencia,CHUNG HA,"['CHUNG HA', 'Guaynaa']",2021-02-15,163799,46,0.0398,0.802,0.851,0.0618,100.019,0.697
353,Lemon (feat. Colde),Querencia,CHUNG HA,"['CHUNG HA', 'Colde']",2021-02-15,202445,35,0.0981,0.736,0.927,0.261,97.046,0.786
354,BYULHARANG (160504 + 170607),Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,223101,31,0.557,0.446,0.645,0.118,173.92,0.525
355,All Night Long,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,225263,31,0.117,0.621,0.875,0.388,140.101,0.656
356,Everybody Has,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,222454,37,0.638,0.481,0.791,0.33,73.913,0.589
357,Come N Goes,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,211880,31,0.169,0.578,0.925,0.353,114.984,0.592
358,Querencia (Epilogue),Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,94313,25,0.11,0.594,0.333,0.0805,144.97,0.135
359,Roller Coaster,Offset,CHUNG HA,['CHUNG HA'],2018-01-17,212136,59,0.317,0.633,0.907,0.221,130.001,0.74
360,Dream of You (with R3HAB),Querencia,CHUNG HA,"['CHUNG HA', 'R3HAB']",2021-02-15,192735,60,0.0347,0.659,0.738,0.114,117.081,0.615
361,Snapping,Flourishing,CHUNG HA,['CHUNG HA'],2019-06-24,213164,60,0.0706,0.746,0.726,0.278,104.961,0.578
362,Gotta Go,Gotta Go,CHUNG HA,['CHUNG HA'],2019-01-02,221813,62,0.0741,0.531,0.83,0.0993,101.903,0.419
363,Bad Boy,Bad Boy,CHUNG HA,"['CHUNG HA', 'Christopher']",2020-09-23,182586,59,0.351,0.822,0.574,0.245,116.987,0.743
364,그 끝에 그대,Hotel del Luna (Original Television Soundtrack) Pt.6,CHUNG HA,['CHUNG HA'],2019-08-03,224283,52,0.895,0.621,0.399,0.103,133.884,0.25
365,Wow Thing,Wow Thing,Various Artists,"['SEULGI', 'CHUNG HA']",2018-09-28,171998,55,0.115,0.703,0.894,0.363,104.043,0.737
366,Love U,Blooming Blue,CHUNG HA,['CHUNG HA'],2018-07-18,190920,47,0.333,0.774,0.92,0.101,120.039,0.685
367,Why Don’t You Know,Hands on Me,CHUNG HA,"['CHUNG HA', 'Nucksal']",2017-06-07,198420,45,0.32,0.703,0.923,0.367,100.038,0.623
368,Chica,Flourishing,CHUNG HA,['CHUNG HA'],2019-06-24,192484,49,0.173,0.556,0.842,0.31,95.037,0.66
369,You're In My Soul,Record of Youth (Original Television Soundtrack) Pt. 2,CHUNG HA,['CHUNG HA'],2020-09-15,208786,35,0.231,0.676,0.847,0.111,115.977,0.411
370,Be Yourself,Be Yourself.newwav,CHUNG HA,['CHUNG HA'],2020-06-09,205186,29,0.114,0.596,0.874,0.245,115.053,0.646
371,My Friend,My Friend,CHUNG HA,"['CHUNG HA', 'pH-1']",2020-05-30,149000,43,0.469,0.854,0.618,0.12,131.981,0.836
372,Everybody Has,Querencia,CHUNG HA,['CHUNG HA'],2021-02-15,222454,37,0.638,0.481,0.791,0.33,73.913,0.589
373,나의 그대,낭만닥터 김사부 2 (Original Television Soundtrack) Pt.8,CHUNG HA,['CHUNG HA'],2020-02-04,220963,37,0.912,0.502,0.301,0.107,119.719,0.376
374,Loveship,Loveship,Paul Kim,"['Paul Kim', 'CHUNG HA']",2020-01-21,259866,37,0.881,0.384,0.384,0.0947,129.12,0.0759
375,These Nights,These Nights,88rising,"['88rising', 'Rich Brian']",2019-10-03,223006,41,0.000317,0.656,0.673,0.28,83.018,0.494
376,FAST,FAST,CHUNG HA,"['CHUNG HA', 'Mommy Son']",2019-09-08,184199,24,0.0228,0.705,0.898,0.326,128.023,0.542
377,RUN,RUN,Grizzly,"['Grizzly', 'CHUNG HA']",2019-08-22,176626,32,0.318,0.678,0.74,0.508,99.982,0.365
378,Young In Love,Flourishing,CHUNG HA,['CHUNG HA'],2019-06-24,198819,30,0.359,0.734,0.768,0.156,97.986,0.728
379,Call It Love,Flourishing,CHUNG HA,['CHUNG HA'],2019-06-24,241093,29,0.729,0.472,0.589,0.14,131.195,0.355
380,Flourishing,Flourishing,CHUNG HA,['CHUNG HA'],2019-06-24,195496,38,0.394,0.627,0.746,0.0866,140.074,0.509
381,NA YEOSS EU MYEON,[Vol.14] You Hee yul's Sketchbook 10th Anniversary Project : 6th Voice 'Sketchbook X CHUNG HA',CHUNG HA,['CHUNG HA'],2019-04-20,259885,0,0.429,0.423,0.759,0.309,137.727,0.322
382,A REUM DA UN I BYEOL,[Vol.13] You Hee yul's Sketchbook 10th Anniversary Project : 6th Voice 'Sketchbook X CHUNG HA',CHUNG HA,['CHUNG HA'],2019-04-13,205749,0,0.774,0.654,0.648,0.122,115.011,0.449
383,Whatcha Doin',Whatcha Doin',YESUNG,"['YESUNG', 'CHUNG HA']",2018-12-17,209808,37,0.622,0.553,0.889,0.0851,99.329,0.742
384,It’s You,"Where Stars Land, Pt. 1 (Original Television Soundtrack)",CHUNG HA,['CHUNG HA'],2018-10-08,202904,30,0.631,0.584,0.709,0.208,107.919,0.26
385,BB,Blooming Blue,CHUNG HA,['CHUNG HA'],2018-07-18,77499,24,0.0763,0.471,0.64,0.0984,100.126,0.301
386,Cherry Kisses,Blooming Blue,CHUNG HA,['CHUNG HA'],2018-07-18,194429,29,0.407,0.577,0.909,0.16,100.012,0.708
387,Drive,Blooming Blue,CHUNG HA,['CHUNG HA'],2018-07-18,196460,26,0.235,0.779,0.84,0.189,109.999,0.821
388,From Now On,Blooming Blue,CHUNG HA,['CHUNG HA'],2018-07-18,209002,25,0.678,0.569,0.527,0.11,125.951,0.414
389,How about you,Luvpub OST Part.3,CHUNG HA,['CHUNG HA'],2018-04-18,199018,0,0.861,0.46,0.425,0.0828,133.588,0.298
390,Offset,Offset,CHUNG HA,['CHUNG HA'],2018-01-17,69612,23,0.293,0.777,0.404,0.143,93.041,0.076
391,Do It,Offset,CHUNG HA,['CHUNG HA'],2018-01-17,213748,27,0.317,0.672,0.724,0.267,159.051,0.451
392,Bad Boy,Offset,CHUNG HA,['CHUNG HA'],2018-01-17,187224,24,0.209,0.738,0.898,0.32,107.018,0.506
393,Remind of You,Offset,CHUNG HA,['CHUNG HA'],2018-01-17,243440,26,0.883,0.486,0.277,0.123,133.762,0.396
394,Hands on Me,Hands on Me,CHUNG HA,['CHUNG HA'],2017-06-07,68251,21,0.00605,0.822,0.614,0.186,131.099,0.473
395,Make a Wish,Hands on Me,CHUNG HA,['CHUNG HA'],2017-06-07,185206,23,0.517,0.707,0.925,0.159,92.012,0.668
396,Cosmic Dust,Hands on Me,CHUNG HA,['CHUNG HA'],2017-06-07,223934,22,0.881,0.45,0.404,0.1,171.947,0.368
397,Week,Week,CHUNG HA,['CHUNG HA'],2017-04-21,202547,27,0.836,0.592,0.483,0.14,82.831,0.388
398,Week,Week,CHUNG HA,['CHUNG HA'],2017-04-21,202547,27,0.836,0.592,0.483,0.14,82.831,0.388
399,Pit-A-Pat,"Strong Woman Do Bong Soon, Pt. 4 (Original Television Soundtrack)",CHUNG HA,['CHUNG HA'],2017-03-17,210429,40,0.314,0.653,0.727,0.209,82.983,0.703
400,REMEDY,Boyhood,CHANGMO,"['CHANGMO', 'CHUNG HA']",2019-11-29,201971,38,0.128,0.741,0.534,0.056,136.037,0.496
401,LALALA,LA VIDA LOCA,Babylon,"['Babylon', 'CHUNG HA']",2017-08-31,214782,22,0.129,0.769,0.895,0.196,104.948,0.631
402,Keeping Tabs,Nicole,NIKI,['NIKI'],2022-08-12,177720,65,0.0892,0.651,0.627,0.0941,169.955,0.441
403,Oceans & Engines,Oceans & Engines,NIKI,['NIKI'],2022-07-08,336000,71,0.637,0.395,0.309,0.0931,142.012,0.0673
404,High School in Jakarta,High School in Jakarta,NIKI,['NIKI'],2022-08-05,219036,76,0.527,0.871,0.485,0.169,119.976,0.494
405,Every Summertime,Every Summertime,NIKI,['NIKI'],2021-08-10,215686,79,0.393,0.628,0.676,0.0978,78.996,0.723
406,lowkey,lowkey,NIKI,['NIKI'],2019-04-24,171355,77,0.432,0.752,0.494,0.0869,117.901,0.227
407,I Like U,I Like U,NIKI,['NIKI'],2017-09-27,267732,71,0.071,0.48,0.526,0.0879,199.662,0.374
408,urs,wanna take this downtown?,NIKI,['NIKI'],2019-05-17,156500,68,0.834,0.72,0.415,0.0893,94.88,0.235
409,Before,Before,NIKI,['NIKI'],2022-06-03,234057,57,0.485,0.67,0.602,0.119,140.012,0.321
410,Lose,MOONCHILD,NIKI,['NIKI'],2020-09-10,256001,65,0.846,0.41,0.316,0.124,133.288,0.22
411,California (feat. Warren Hue),California (feat. Warren Hue),88rising,"['88rising', 'Rich Brian', 'NIKI']",2021-05-27,230395,62,0.633,0.743,0.631,0.0963,141.955,0.428
412,La La Lost You - Acoustic Version,NIKI Acoustic Sessions: Head In The Clouds II,NIKI,"['NIKI', '88rising']",2019-08-11,208510,70,0.908,0.606,0.196,0.348,100.873,0.391
413,La La Lost You,Head In The Clouds II,88rising,"['88rising', 'NIKI']",2019-10-11,200000,67,0.315,0.721,0.582,0.065,100.083,0.487
414,Vintage,Zephyr,NIKI,['NIKI'],2018-05-23,177320,61,0.0114,0.771,0.816,0.339,104.958,0.438
415,Chilly,Chilly,NIKI,['NIKI'],2017-12-18,230000,57,0.617,0.734,0.271,0.101,103.241,0.237
416,La Cienega,Head In The Clouds,88rising,"['88rising', 'Joji', 'NIKI']",2018-07-20,192606,59,0.506,0.61,0.318,0.102,109.491,0.214
417,Split,Split,88rising,"['88rising', 'NIKI']",2021-11-18,207013,63,0.431,0.691,0.509,0.0885,113.961,0.473
418,Around,Zephyr,NIKI,['NIKI'],2018-05-23,183546,56,0.887,0.485,0.125,0.108,130.234,0.153
419,Indigo,Head In The Clouds II,88rising,"['88rising', 'NIKI']",2019-10-11,173473,62,0.0958,0.819,0.664,0.263,144.988,0.71
420,See U Never,See U Never,NIKI,['NIKI'],2017-07-11,221620,54,0.295,0.795,0.735,0.0719,129.982,0.243
421,odds,wanna take this downtown?,NIKI,['NIKI'],2019-05-17,183271,49,0.441,0.593,0.469,0.141,165.038,0.401
422,Dancing With The Devil,Zephyr,NIKI,['NIKI'],2018-05-23,162466,50,0.217,0.76,0.558,0.119,102.057,0.462
423,Pandemonium,MOONCHILD,NIKI,['NIKI'],2020-09-10,227000,48,0.796,0.699,0.515,0.164,78.0,0.517
424,California (feat. Jackson Wang & Warren Hue) - [Remix],California (feat. Jackson Wang & Warren Hue) [Remix],88rising,"['88rising', 'Rich Brian', 'NIKI']",2021-07-15,273927,52,0.606,0.773,0.629,0.189,141.958,0.589
425,Strange Land - Acoustic Version,NIKI Acoustic Sessions: Head In The Clouds II,NIKI,"['NIKI', '88rising']",2019-08-11,173419,50,0.915,0.505,0.207,0.126,74.839,0.185
426,Say My Name,Zephyr,NIKI,['NIKI'],2018-05-23,192453,51,0.331,0.637,0.457,0.0969,149.893,0.314
427,Plans (feat. Vory),Head In The Clouds,88rising,"['88rising', 'NIKI', 'Vory']",2018-07-20,138390,51,0.145,0.917,0.541,0.0409,101.005,0.752
428,Little Prince (feat. NIKI),Amen,Rich Brian,"['Rich Brian', 'NIKI']",2018-02-02,172444,49,0.166,0.909,0.414,0.109,139.963,0.761
429,Shouldn't Couldn't Wouldn't - Acoustic Version,NIKI Acoustic Sessions: Head In The Clouds II,NIKI,"['NIKI', '88rising']",2019-08-11,162000,51,0.911,0.636,0.21,0.0837,76.379,0.25
430,Newsflash!,Zephyr,NIKI,['NIKI'],2018-05-23,204426,52,0.086,0.734,0.373,0.0913,79.998,0.481
431,COMING HOME (feat. NIKI),"LET’S JUST SAY THE WORLD ENDED A WEEK FROM NOW, WHAT WOULD YOU DO?",HONNE,"['HONNE', 'NIKI']",2021-10-22,210019,58,0.17,0.826,0.329,0.0927,106.935,0.558
432,Plot Twist,MOONCHILD,NIKI,['NIKI'],2020-09-09,207213,54,0.648,0.801,0.488,0.0902,96.987,0.357
433,Shouldn't Couldn't Wouldn't,Head In The Clouds II,88rising,"['88rising', 'NIKI', 'Rich Brian']",2019-10-11,195052,52,0.41,0.454,0.379,0.0837,169.055,0.275
434,Spell,Zephyr,NIKI,['NIKI'],2018-05-23,226813,49,0.267,0.736,0.359,0.109,132.011,0.414
435,move!,wanna take this downtown?,NIKI,['NIKI'],2019-05-17,156176,49,0.523,0.829,0.49,0.0861,126.922,0.801
436,Switchblade,MOONCHILD,NIKI,['NIKI'],2020-09-10,204299,46,0.346,0.694,0.69,0.0397,97.027,0.304
437,Strange Land,Head In The Clouds II,88rising,"['88rising', 'NIKI', 'Phum Viphurit']",2019-10-11,175733,53,0.903,0.65,0.265,0.115,75.002,0.156
438,Warpaint,Head In The Clouds,88rising,"['88rising', 'NIKI']",2018-07-20,213787,46,0.082,0.68,0.658,0.109,128.921,0.278
439,Swan Song,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['Saweetie', 'NIKI']",2021-09-03,167586,50,0.0378,0.714,0.587,0.167,151.898,0.542
440,Drive On,MOONCHILD,NIKI,['NIKI'],2020-09-10,217693,44,0.384,0.681,0.413,0.0978,114.994,0.226
441,Hallway Weather,Hallway Weather,NIKI,['NIKI'],2020-12-15,233673,46,0.455,0.507,0.359,0.0904,139.561,0.165
442,Selene,Selene,NIKI,['NIKI'],2020-07-16,197454,47,0.156,0.798,0.504,0.0825,110.022,0.548
443,Always Rising,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['NIKI', 'Rich Brian', 'Warren Hue']",2021-09-03,184080,50,0.28,0.376,0.694,0.102,75.625,0.0399
444,If There's Nothing Left...,MOONCHILD,NIKI,['NIKI'],2020-09-10,210440,43,0.456,0.499,0.396,0.0946,80.025,0.287
445,I Want In,Head In The Clouds,88rising,"['88rising', 'AUGUST 08', 'NIKI']",2018-07-20,150295,41,0.42,0.493,0.69,0.126,76.85,0.478
446,No More (feat. NIKI),Five Stars,Higher Brothers,"['Higher Brothers', 'NIKI']",2019-02-22,229859,38,0.436,0.75,0.651,0.0776,142.118,0.61
447,Clocked Out!,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['AUDREY NUNA', 'NIKI']",2021-09-03,190080,44,0.0351,0.743,0.72,0.287,127.983,0.117
448,Forever (feat. NIKI),Chameleon,End of the World,"['End of the World', 'NIKI']",2020-11-27,176186,34,0.258,0.582,0.762,0.364,81.009,0.372
449,Poolside Manor,Head In The Clouds,88rising,"['88rising', 'AUGUST 08', 'NIKI']",2018-07-20,170527,39,0.417,0.588,0.541,0.107,77.478,0.0816
450,I Love You 3000,I Love You 3000,Stephanie Poetri,['Stephanie Poetri'],2019-06-03,209734,68,0.911,0.648,0.382,0.393,90.099,0.408
451,I Love You 3000 II,Head In The Clouds II,88rising,"['88rising', 'Stephanie Poetri', 'Jackson Wang']",2019-10-11,209642,63,0.853,0.435,0.338,0.412,179.727,0.354
452,Bad Haircut (feat. JVKE),oh to be in love,Stephanie Poetri,"['Stephanie Poetri', 'JVKE']",2022-03-18,222167,53,0.85,0.629,0.43,0.117,76.983,0.451
453,Do You Love Me,Do You Love Me,Stephanie Poetri,['Stephanie Poetri'],2020-02-14,144383,48,0.691,0.691,0.572,0.168,102.018,0.697
454,Breakfast in Bed,Breakfast in Bed,Stephanie Poetri,"['Stephanie Poetri', 'gnash']",2022-10-28,163642,47,0.851,0.768,0.501,0.17,120.129,0.828
455,Picture Myself,Picture Myself,Stephanie Poetri,['Stephanie Poetri'],2022-01-13,211337,41,0.948,0.674,0.343,0.124,146.019,0.292
456,Bimbang,Bimbang,Goodbye Felicia,"['Goodbye Felicia', 'Stephanie Poetri']",2015-12-15,203533,43,0.125,0.455,0.619,0.101,86.396,0.47
457,Selfish,Selfish,Stephanie Poetri,['Stephanie Poetri'],2020-12-01,146727,40,0.352,0.622,0.529,0.165,82.324,0.683
458,Honeymoon,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,189791,34,0.367,0.694,0.575,0.123,116.958,0.31
459,3PM,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,196256,32,0.69,0.698,0.44,0.134,80.067,0.586
460,Touch,Do You Love Me,Stephanie Poetri,['Stephanie Poetri'],2020-02-14,174005,34,0.506,0.839,0.342,0.101,92.455,0.715
461,Straight To You,Straight To You,Stephanie Poetri,['Stephanie Poetri'],2020-04-24,165141,34,0.149,0.66,0.642,0.0747,90.014,0.401
462,Please Don't Die Before I Do,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,128466,28,0.787,0.42,0.216,0.0798,81.613,0.437
463,IRL,IRL,Stephanie Poetri,['Stephanie Poetri'],2021-02-11,198709,29,0.436,0.661,0.661,0.0896,93.043,0.548
464,Matamu - Acoustic,AM:PM (Acoustic),Stephanie Poetri,['Stephanie Poetri'],2021-09-28,225440,29,0.776,0.627,0.373,0.147,114.908,0.558
465,How We Used To,How We Used To,Stephanie Poetri,['Stephanie Poetri'],2021-01-14,169655,29,0.741,0.721,0.49,0.108,75.005,0.502
466,Little Lifetimes,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,158769,28,0.759,0.352,0.35,0.113,91.525,0.376
467,Appreciate - English Version,Appreciate (English Version),Stephanie Poetri,['Stephanie Poetri'],2019-04-19,235627,30,0.174,0.664,0.831,0.123,119.991,0.388
468,Daydreaming,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,170181,23,0.823,0.758,0.584,0.18,109.949,0.631
469,Paranoia,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,176080,24,0.348,0.614,0.42,0.212,150.054,0.336
